EUKLEMS code,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012
_25,45.30500031,47.59199905,58.5,71.85199738,75.02799988,69.70600128,84.88300323,85.56900024,92.59600067,102.3850021,92.87799835,86.41100311,97.88500214,102.1930008,92.66899872,111.5830002,124.8939972,129.9320068,138.970993,134.8059998,143.496994,232.0590057,218.7510071,221.6230011,237.9720001,238.4570007,240.1360016,224.3569946,192.5610046,191.878006,215.9889984,230.6230011,244.7120056,260.401001,285.506012,293.447998,289.2470093,289.9370117,270.8619995,272.5929871,273.0239868,224.4539948,227.5559998
_26,33.67399979,35.37400055,33.36700058,34.01100159,44.02500153,71.57800293,87.16300201,100.6620026,108.9290009,120.2160034,118.2369995,117.5279999,117.5,138.5079956,129.2720032,140.2890015,149.2089996,150.1750031,165.4900055,174.1529999,190.4819946,213.3359985,232.7369995,231.7039948,230.6660004,224.2129974,219.0319977,208.0879974,154.6399994,147.423996,172.6320038,148.6869965,156.2400055,142.0099945,147.8269958,145.5529938,134.6920013,131.246994,126.4830017,129.2969971,135.7160034,151.677002,150.0890045
_27,33.99100113,35.70700073,21.53499985,39.55400085,55.82600021,57.89599991,70.5019989,102.3730011,110.7799988,117.0830002,116.9660034,96.59600067,81.86499786,99.28099823,112.7490005,115.1289978,126.9570007,113.5110016,131.5939941,158.3190002,164.6569977,156.3630066,199.352005,183.4989929,180.5249939,178.9859924,184.0950012,177.0720062,162.2539978,171.6959991,185.5910034,209.7409973,196.6549988,192.4140015,184.5500031,181.4669952,189.9799957,188.8609924,231.6360016,234.4029999,225.9669952,261.0360107,256.7850037
_28,20.88500023,21.93899918,22.01799965,26.95000076,30.9279995,81.0739975,98.72699738,133.1190033,144.0509949,143.1600037,172.3600006,151.8000031,134.6620026,184.1490021,165.052002,209.5180054,236.2259979,230.1869965,221.5339966,263.5100098,288.7130127,353.7929993,329.197998,278.4200134,316.1560059,324.0589905,300.9070129,283.5180054,227.2610016,248.1649933,270.5230103,288.5809937,278.5650024,275.2420044,279.7799988,322.6390076,329.0239868,353.0409851,346.6929932,371.1289978,413.3340149,319.8500061,332.7669983
_29,31.75900078,33.36199951,21.20499992,19.3939991,33.55599976,81.60399628,99.3730011,144.2140045,156.0579987,120.1419983,164.4799957,172.8119965,191.4219971,196.5720062,211.3950043,222.4680023,237.4909973,314.868988,335.3789978,406.1520081,403.0320129,387.8299866,395.1749878,522.0449829,564.8590088,503.3540039,499.8519897,476.5150146,393.6650085,386.1069946,446.447998,440.0610046,440.8169861,463.7780151,465.4309998,463.4500122,458.4960022,476.6640015,470.230011,496.0780029,512.5040283,426.4649963,421.3850098
_30,15.35400009,17.39599991,22.77499962,47.31600189,35.85599899,32.06999969,32.11899948,33.18000031,26.91900063,25.87100029,39.02999878,28.54700089,49.33200073,49.52099991,40.41699982,51.61000061,62.36399841,83.31199646,90.65100098,97.57900238,104.2639999,94.66999817,91.9469986,34.73300171,53.27899933,77.61399841,40.38600159,37.65800095,69.89600372,73.62599945,52.51200104,65.29799652,80.40499878,78.16200256,68.66899872,87.60700226,63.39799881,48.81999969,50.90100098,40.01699829,46.97900009,29.54899979,31.75399971
_313,25.27700043,26.05500031,24.35700035,31.77599907,29.76399994,20.79000092,19.74699974,25.09799957,24.07900047,22.27700043,30.24799919,23.59000015,38.2840004,32.99900055,25.81100082,28.54599953,22.6760006,23.11100006,24.6760006,27.84300041,24.56200027,25.79599953,22.53300095,53.21500015,54.52099991,39.76699829,32.98799896,29.37899971,26.89999962,26.37599945,27.08699989,24.42499924,24.5909996,25.15600014,24.09000015,24.51499939,24.62199974,23.59900093,27.51099968,25.59700012,27.97100067,32.36500168,31.30500031
_31x,30.98900032,31.78300095,32.57600021,57.04999924,66.35500336,39.96500015,61.17100143,84.63400269,103.651001,101.3990021,101.0189972,76.93499756,124.2269974,121.9339981,107.2659988,114.5289993,118.4540024,145.875,169.1840057,178.9230042,150.1380005,170.7299957,146.6170044,175.1269989,186.378006,211.1609955,212.0780029,204.8970032,152.9730072,159.5059967,178.9320068,180.9799957,199.4660034,201.9570007,207.9900055,192.6699982,192.2749939,187.5690002,209.8560028,201.7810059,185.4720001,228.272995,233.8619995
_321,27.27799988,22.0189991,22.1779995,28.88999939,38.63899994,74.02899933,109.3089981,87.43900299,75.39099884,114.3000031,98.94999695,73.9980011,70.06099701,93.25,98.6210022,97.05899811,126.177002,195.6970062,231.871994,211.1649933,264.5450134,284.9519958,286.571991,233.2709961,196.0130005,264.5939941,279.4989929,295.0950012,264.5209961,306.1010132,288.7250061,338.9119873,293.9639893,311.7260132,366.3609924,373.4140015,381.5950012,397.2520142,416.9440002,419.9660034,479.0159912,397.4320068,455.1839905
_322,15.55599976,18.47100067,23.26000023,33.05699921,45.5359993,39.14799881,60.56600189,63.92699814,83.80500031,94.32499695,91.44300079,82.44200134,87.4469986,123.3249969,141.8710022,146.9149933,118.9440002,120.6029968,111.1780014,104.7890015,76.76100159,99.18099976,88.98600006,79.38500214,61.47000122,67.81199646,68.98799896,54.05500031,47.62099838,48.25400162,45.47200012,56.20500183,53.68500137,54.65499878,56.13800049,57.10400009,63.12799835,67.09999847,72.76100159,44.52600098,49.79899979,36.35599899,36.4679985
