EUKLEMS code,_1970,_1971,_1972,_1973,_1974,_1975,_1976,_1977,_1978,_1979,_1980,_1981,_1982,_1983,_1984,_1985,_1986,_1987,_1988,_1989,_1990,_1991,_1992,_1993,_1994,_1995,_1996,_1997,_1998,_1999,_2000,_2001,_2002,_2003,_2004,_2005,_2006,_2007,_2008,_2009,_2010,_2011,_2012
_17,2122566.75,2704420.25,3241635,3604848.25,3532533.25,3769145.75,4574086,5412339,5926036.5,6212756.5,5718196.5,6111900.5,6656646.5,7395664.5,8602249,9855783,11481765,14014119,14179103,14445414,14866764,14935000,15163130,15734215,16443042,16621587,18404552,19399784,19088888,19133162,19922702,19783150,19871690,19675882,19620480,19112490,18751950,18476392,18215964,17964170,17814438,17680640,17545034
_18,186738.5625,261888.2969,345521.625,422928.9063,456179.6563,535749.5,715636.4375,932056.75,1246597.875,1494789.75,1481487.25,1666331,1887807.5,2162651.5,2592928,3050613,3637810.5,4535725.5,4261159,3999676.75,3746111.5,3411694,3182117.5,3054831,2893032.25,2590406,2531156.5,2357478,2326020.75,2341608.25,2438862,2551544,2707551,2838716,2902760.75,2977341.5,3006714,3043806.75,3069528.75,3083794.5,3115411,3141574.25,3158807.25
_19,119729.1563,164366.2344,212276.7031,254346.0781,268549.375,308731.2813,403684.2813,514662.2813,650902.9375,755021.8125,735774.3125,818456.5625,919607.5,1046929.125,1247670.375,1460345.75,1733708.25,2153032.75,2053894.25,1962841.25,1879566,1754731.5,1674613.75,1643879.625,1604285.875,1494914.125,1527310.875,1492024.625,1515829.375,1573956.125,1658152.625,1694494.375,1782655,1828505.125,1842973.375,1822466.875,1812839.25,1808949.25,1802785.625,1793990.125,1793917.125,1793050.125,1789801.25
_20,382399.7188,466843.9375,536170.5625,571303.8125,536423.4375,548410.4375,637688.25,722986.8125,723239.3125,701416.125,613619.5,630815.75,664976.3125,719066.375,812960.1875,907281.9375,1031586.375,1230203.125,1266775,1313569.125,1376819.625,1406820.75,1447282,1518435.625,1607007.75,1646955.5,1846326.625,1967083.75,1994183,2065734.875,2157676.5,2191000,2206789.5,2239396,2436645,2468579.5,2565216.75,2664959,2748946.25,2817610.5,2900903.75,2975226.75,3037327.75
_21,278046.75,353316.375,422363.8438,468427.8125,457799.2188,487152.3125,589602.375,695781.625,815691.5,899926.1875,853472.875,931975.625,1032426.563,1162596.875,1370726,1589495.25,1871722.125,2307314.25,2963882.5,3674960.25,4492670.5,5188078.5,5807923.5,6500947,7368438.5,8089513,9604228,10719569,10685176,10928916,11252356,11434208,11563740,11582562,11537727,11545726,11692202,11875203,12029491,12153331,12344987,12522138,12671035
_221,158476.8906,197284.5,231045.2344,251034.875,240351.875,250563.7969,297094,343469.9375,377028.3438,396067.0625,364986.8438,390467.9375,425579.3125,473103.75,550617.9375,631193.5625,735682.1875,898345.5625,1062004.875,1241359.625,1450379.625,1621157.75,1777404.5,1959700.75,2187744.75,2367419.25,2778723,3073939.5,3136226.5,3294693,3435714.25,3421234,3609062.25,3608989.25,3627371.5,3727197.5,3688881.25,3667330,3642098.5,3611922,3605124.5,3598081.25,3586396.5
_22x,82942.96094,103253.9219,120923.4766,131385.5625,125794.3438,131139.0156,155491.7969,179763.8281,197327.5,207291.8906,191025.2656,204361.4531,222737.8906,247611.0313,288180.0938,330351.4063,385038.2188,470172.2813,572625.6875,684303.3125,813671.625,921312.5625,1018628.813,1130024.875,1269415.25,1381912.75,1629770.625,1809673.75,1759029.875,1746873.125,1831568.5,1957945.75,2212300,2379658.75,2533852.25,2600100.75,2726721.25,2855203.75,2961859,3047348.5,3150228.75,3241575.5,3317089.25
_23,635835.25,806399.3125,962127.75,1064996.75,1038819.875,1103289.75,1332734.625,1569701.25,1655900.875,1683842.875,1520451.375,1602130,1724664.5,1898012.375,2186161,2482559.75,2868822,3475009.75,4622824,5862288,7282834.5,8502977,9583582,10778621,12274761,13535455,16125170,18045280,17118798,16483784,15568773,14893843,14516706,13971587,13551822,13214917,13377343,13615937,13860443,14107036,14462644,14829467,15182313
_244,219759.125,267338.6563,305952.2188,324846.7188,303934.3125,309626.6563,358758.0938,405307.2188,503643.3438,577762.875,559758.0625,620235.25,694836.1875,789258.1875,938531.9375,1096438.5,1299547.75,1611479.125,1902585.625,2221698.75,2593707.75,2897369.25,3175363.75,3500021,3906146.25,4225737,4958753,5484586,5422172.5,5473622.5,5461142.5,5553343.5,5505608,5497898.5,5474144,5350672,5667467,5994448.5,6286102.5,6544054,6847152,7130542,7382477
_24x,1396761.375,1699170.875,1944593.875,2064684.875,1931768.25,1967948.125,2280221.5,2576081.75,3201093.75,3672188.25,3557752,3942137.5,4416291.5,5016426,5965191,6968825.5,8259762,10242359,12084010,14103152,16457387,18378090,20137044,22192356,24763396,26785240,31427540,34756692,36476872,39431488,41471248,41924420,41761996,42175836,42323076,44040484,44263980,44697588,45110604,45490800,46181076,46869448,47490076
